max,mean,min,model,std_dev
70.38535316600428,67.28594186810678,62.37855929478615,ETC,3.509867720547343
67.76042528360402,62.699767611654735,54.13747252760436,GBM,6.087818923742679
50.0,50.0,50.0,LR,0.0
69.30868089317251,63.44948856069495,54.29117059106083,RF,6.559704078478713
