max,mean,median,min,model,std_dev
88.07999512224865,83.7396104993151,82.75105176513627,80.38778461056042,ETC,3.217189448076551
86.80742463438641,77.1357585317999,75.08928104802884,69.5105699129844,GBM,7.208159653337698
86.96943566158858,80.97322041147528,78.40288484151662,77.54734073132066,RF,4.254326184437918
87.07297528003762,87.07246966060512,87.07221685088888,87.07221685088888,LR,0.00035752692941547995
