max,mean,min,model,std_dev
83.94244178346331,70.50325232449127,39.1899156259495,RF,14.31826286477455
88.20788893476788,79.28281625934514,40.97400219699744,GBM,14.833871770595069
85.76236590135325,75.73280183021652,51.352088316180655,ETC,10.92917901015234
84.78552174387261,84.78536086442953,84.78486120957626,LR,0.00017025958561150075
