max,mean,median,min,model,std_dev
85.79548512805056,73.31264634871326,73.31309477672997,60.82935914135923,ETC,10.192378258504462
85.82455082729592,67.6687328158767,79.57089953924988,37.61074808108428,GBM,21.40699065485977
86.03985230318753,63.72147780533927,72.5358480816432,32.58873303118709,RF,22.69398423052898
83.33763940920639,82.9622936220685,82.84333250799324,82.70590894900585,LR,0.27127434278827495
