max,mean,min,model,std_dev
81.72681988988901,79.41255711502964,75.44789815597052,GBM,2.648220465718897
83.09009875032771,78.40227770402015,71.31121274798264,ETC,3.85601256276601
80.6315360191092,74.6647769500073,66.55402452879657,RF,4.5610079401161325
75.66929822006001,75.66870002498949,75.6678027323837,LR,0.0007326363447141622
