max,mean,min,model,std_dev
82.02247191011236,74.97498356783609,56.8853514367648,GBM,7.649390233001191
79.52949438202246,71.29574701495308,57.93293146836776,RF,7.267030305947042
81.9932116104869,76.57033096377828,63.44589453970855,ETC,5.065643104088897
75.61889155498332,75.61593656824321,75.61446629213484,LR,0.0019790903494077074
