psu,date,lon,lat,power_state
2,2016-10-24,68.7749059999999,38.56403800000006,8.0
2,2016-10-26,68.7749059999999,38.56403800000006,1.0
2,2016-10-27,68.7749059999999,38.56403800000006,2.0
2,2016-10-28,68.7749059999999,38.56403800000006,4.0
2,2016-11-13,68.7749059999999,38.56403800000006,11.0
2,2016-11-14,68.7749059999999,38.56403800000006,2.0
2,2016-11-16,68.7749059999999,38.56403800000006,3.5
2,2016-11-18,68.7749059999999,38.56403800000006,3.0
2,2016-11-20,68.7749059999999,38.56403800000006,2.0
2,2016-11-23,68.7749059999999,38.56403800000006,5.0
2,2016-11-25,68.7749059999999,38.56403800000006,2.0
2,2016-11-26,68.7749059999999,38.56403800000006,1.0
2,2016-11-27,68.7749059999999,38.56403800000006,2.0
2,2016-11-28,68.7749059999999,38.56403800000006,2.0
2,2016-11-29,68.7749059999999,38.56403800000006,1.5
2,2016-12-02,68.7749059999999,38.56403800000006,1.0
2,2016-12-03,68.7749059999999,38.56403800000006,1.0
2,2016-12-07,68.7749059999999,38.56403800000006,1.0
2,2016-12-09,68.7749059999999,38.56403800000006,2.0
2,2016-12-10,68.7749059999999,38.56403800000006,4.75
2,2016-12-11,68.7749059999999,38.56403800000006,2.75
2,2016-12-12,68.7749059999999,38.56403800000006,1.5
2,2016-12-13,68.7749059999999,38.56403800000006,3.0
2,2016-12-15,68.7749059999999,38.56403800000006,1.0
2,2016-12-19,68.7749059999999,38.56403800000006,3.0
2,2016-12-20,68.7749059999999,38.56403800000006,5.0
2,2016-12-21,68.7749059999999,38.56403800000006,1.0
2,2016-12-22,68.7749059999999,38.56403800000006,2.0
2,2016-12-23,68.7749059999999,38.56403800000006,1.0
2,2016-12-24,68.7749059999999,38.56403800000006,2.5
2,2016-12-25,68.7749059999999,38.56403800000006,1.0
2,2016-12-27,68.7749059999999,38.56403800000006,19.0
2,2016-12-28,68.7749059999999,38.56403800000006,24.0
2,2016-12-29,68.7749059999999,38.56403800000006,12.5
2,2016-12-30,68.7749059999999,38.56403800000006,24.0
2,2016-12-31,68.7749059999999,38.56403800000006,12.5
2,2017-01-01,68.7749059999999,38.56403800000006,24.0
2,2017-01-02,68.7749059999999,38.56403800000006,24.0
2,2017-01-03,68.7749059999999,38.56403800000006,1.3333333333333333
2,2017-01-06,68.7749059999999,38.56403800000006,1.0
2,2017-01-09,68.7749059999999,38.56403800000006,1.0
2,2017-01-13,68.7749059999999,38.56403800000006,3.0
2,2017-01-14,68.7749059999999,38.56403800000006,24.0
2,2017-01-15,68.7749059999999,38.56403800000006,24.0
2,2017-01-16,68.7749059999999,38.56403800000006,24.0
2,2017-01-17,68.7749059999999,38.56403800000006,9.0
2,2017-01-18,68.7749059999999,38.56403800000006,14.0
2,2017-01-19,68.7749059999999,38.56403800000006,1.5
2,2017-01-23,68.7749059999999,38.56403800000006,2.0
2,2017-01-24,68.7749059999999,38.56403800000006,1.0
2,2017-01-26,68.7749059999999,38.56403800000006,9.5
2,2017-01-27,68.7749059999999,38.56403800000006,24.0
2,2017-01-28,68.7749059999999,38.56403800000006,12.5
2,2017-01-29,68.7749059999999,38.56403800000006,14.0
2,2017-01-30,68.7749059999999,38.56403800000006,24.0
2,2017-01-31,68.7749059999999,38.56403800000006,24.0
2,2017-02-01,68.7749059999999,38.56403800000006,24.0
2,2017-02-02,68.7749059999999,38.56403800000006,12.5
2,2017-02-03,68.7749059999999,38.56403800000006,2.0
2,2017-02-05,68.7749059999999,38.56403800000006,2.0
2,2017-02-07,68.7749059999999,38.56403800000006,2.0
2,2017-02-08,68.7749059999999,38.56403800000006,1.0
2,2017-02-09,68.7749059999999,38.56403800000006,10.0
2,2017-02-19,68.7749059999999,38.56403800000006,1.0
2,2017-02-23,68.7749059999999,38.56403800000006,1.0
2,2017-02-28,68.7749059999999,38.56403800000006,2.0
2,2017-03-12,68.7749059999999,38.56403800000006,1.0
2,2017-03-13,68.7749059999999,38.56403800000006,1.0
2,2017-03-15,68.7749059999999,38.56403800000006,4.0
2,2017-03-17,68.7749059999999,38.56403800000006,1.0
2,2017-03-21,68.7749059999999,38.56403800000006,1.0
2,2017-03-24,68.7749059999999,38.56403800000006,1.0
2,2017-03-30,68.7749059999999,38.56403800000006,5.0
2,2017-03-31,68.7749059999999,38.56403800000006,6.0
2,2017-04-05,68.7749059999999,38.56403800000006,5.0
2,2017-04-06,68.7749059999999,38.56403800000006,1.0
2,2017-04-15,68.7749059999999,38.56403800000006,1.5
2,2017-04-17,68.7749059999999,38.56403800000006,10.5
2,2017-04-18,68.7749059999999,38.56403800000006,24.0
2,2017-04-19,68.7749059999999,38.56403800000006,24.0
2,2017-04-20,68.7749059999999,38.56403800000006,16.0
2,2017-04-21,68.7749059999999,38.56403800000006,19.0
2,2017-04-22,68.7749059999999,38.56403800000006,5.666666666666667
2,2017-04-24,68.7749059999999,38.56403800000006,2.0
2,2017-04-26,68.7749059999999,38.56403800000006,1.0
2,2017-04-27,68.7749059999999,38.56403800000006,7.5
2,2017-05-03,68.7749059999999,38.56403800000006,6.5
2,2017-05-04,68.7749059999999,38.56403800000006,24.0
2,2017-05-05,68.7749059999999,38.56403800000006,24.0
2,2017-05-06,68.7749059999999,38.56403800000006,24.0
2,2017-05-07,68.7749059999999,38.56403800000006,24.0
2,2017-05-08,68.7749059999999,38.56403800000006,24.0
2,2017-05-09,68.7749059999999,38.56403800000006,20.0
2,2017-05-10,68.7749059999999,38.56403800000006,19.0
2,2017-05-11,68.7749059999999,38.56403800000006,16.0
2,2017-05-12,68.7749059999999,38.56403800000006,24.0
