max,mean,min,model,std_dev
92.58776330285716,90.93337863993722,88.30151817648559,KNN,1.8814123287758782
94.6310946807547,93.645888466027,92.68864039037742,RF,0.7932500281360688
94.59999973309297,93.95739885009546,92.7936640822473,GBM,0.8243775491580113
92.41901591788158,92.41896193179441,92.41893493875084,LR,3.817392831790001e-05
94.92539356131377,94.23754084312887,93.71863863086422,ETC,0.5069336384111136
