ClusterId,DistrictCity,Jamoat,DateCollectionStart,BoxID,MONEY,DATE,COUNT,PSU_ID,URB_RUR,REGION,DISTRICT,LONG,LAT
135,Shahriston,Shahriston,12/9/2016,1206,1,1/6/2017 4:55,34,135,Rural,Sugd,Shahriston,68.73296331,39.70628987
66,Yovon,Obimuki,12/2/2016,1207,1,10/31/2016 4:51,25,66,Rural,Khatlon,Yavan,69.04057484,38.25519148
127,Zafarobod,Ravshan,12/8/2016,1208,1,1/7/2017 5:07,229,127,Rural,Sugd,Zafarobod,68.66963983,40.14156389
3,Dushanbe,,11/2/2016,1209,1,1/6/2017 11:14,221,3,urban,Dushanbe,Somoni,68.7935655,38.59964447
43,Nurobod,Muchiharf,11/1/2016,1210,1,1/6/2017 10:21,220,43,Rural,DRS,Nurabad,69.910987,38.940772
7,Dushanbe,,11/18/2016,1211,1,12/2/2016 10:40,47,7,urban,Dushanbe,Sino,68.74557007,38.55727731
92,Farkhor,,10/26/2016,1212,1,1/7/2017 4:51,610,92,urban,Khatlon,Farkhor,69.39582162,37.49128418
33,Vahdat,Guliston,11/16/2016,1213,1,1/7/2017 4:42,153,33,Rural,DRS,Vahdat,68.96713296,38.52478685
39,Fayzobod,Fayzobod,11/25/2016,1214,1,11/29/2016 3:16,31,39,urban,DRS,Fayzabad,69.31359849,38.52606983
102,Temurmalik,Kushkiya,11/18/2016,1215,1,1/6/2017 15:47,184,102,Rural,Khatlon,Temurmalik,69.52373659,38.23247809
55,Bokhtar,Navbahor,11/10/2016,1216,1,1/6/2017 7:56,346,55,Rural,Khatlon,Bokhtar,68.73884439,37.69947193
20,Hisor,Navobod,11/8/2016,1217,1,1/7/2017 10:35,235,20,Rural,DRS,Gissar,68.52939437,38.55873364
2,Dushanbe,,10/31/2016,1218,1,1/7/2017 6:00,203,2,urban,Dushanbe,Somoni,68.774906,38.564038
84,Kulob,Zarbdor,10/31/2016,1219,1,1/7/2017 2:17,536,84,Rural,Khatlon,Kulob,69.75446875,37.87022935
107,B.Gafurov,Kuybishev,12/3/2016,1220,1,1/7/2017 1:25,311,107,urban,Sugd,B.Gafurov,69.70756918,40.22811016
61,Jomi,Dusti,12/6/2016,1221,1,1/7/2017 8:18,193,61,Rural,Khatlon,A.Jomi,68.80761501,38.07205583
69,Qumsangir,Dusti,11/1/2016,1222,1,1/7/2017 5:15,437,69,urban,Khatlon,Qumsangir,68.6868894,37.35688317
136,Isfara,,11/17/2016,1223,1,12/16/2016 7:48,36,136,urban,Sugd,Isfara,70.62512999,40.120263
101,Temurmalik,Karakamish,11/23/2016,1224,1,1/7/2017 4:48,364,101,Rural,Khatlon,Temurmalik,69.52344847,38.23299811
53,Kurgan-Tyube,,11/3/2016,1225,1,1/7/2017 7:56,243,53,Rural,Khatlon,Bokhtar,68.7999408,37.8346545
30,Vahdat,,11/1/2016,1226,1,1/6/2017 10:44,47,30,urban,DRS,Vahdat,69.01548721,38.55209124
35,Vahdat,Abdulvositov,11/11/2016,1227,1,1/7/2017 3:35,290,35,Rural,DRS,Vahdat,69.07583472,38.56390512
2,Dushanbe,,11/16/2016,1228,1,1/7/2017 1:40,253,2,urban,Dushanbe,Somoni,68.774906,38.564038
46,Rasht,Hichporak,11/3/2016,1230,1,12/7/2016 8:07,114,46,Rural,DRS,Rasht,70.505438,38.996127
23,Rudaki,Chorgulteppa,11/23/2016,1231,1,1/7/2017 4:54,393,23,Rural,DRS,Rudaki,68.79487933,38.43434449
28,Tursunzoda,Navobod,11/21/2016,1232,1,10/21/2016 11:31,6,28,Rural,DRS,Tursubzoda,68.27567996,38.35058116
124,Gonchi,Iakhtan,12/2/2016,1233,1,10/29/2016 4:18,21,124,Rural,Sugd,Gonchi,69.11302042,40.03337271
25,Tursunzoda,,11/11/2016,1234,1,1/7/2017 6:21,180,25,urban,DRS,Tursubzoda,68.25983787,38.5414872
71,Qumsangir,Qumsangir,11/7/2016,1235,1,1/7/2017 3:56,262,71,Rural,Khatlon,Qumsangir,68.6462805,37.40372895
30,Vahdat,,11/1/2016,1236,1,1/7/2017 6:30,245,30,urban,DRS,Vahdat,69.01548721,38.55209124
121,Asht,Shaydon,11/30/2016,1237,1,12/26/2016 2:51,35,121,Rural,Sugd,Asht,70.31425664,40.64793346
4,Dushanbe,,11/10/2016,1238,1,1/7/2017 2:53,212,4,urban,Dushanbe,Sino,68.72877443,38.57967732
79,Jillikul,Garavuti,11/12/2016,1239,1,1/7/2017 7:28,443,79,Rural,Khatlon,Jillikul,68.47415879,37.57594376
103,Khujand,"13 district,h 8.,ap67",12/2/2016,1240,1,1/7/2017 8:01,106,103,urban,Sugd,Khujand,69.59013445,40.2894689
145,Ayni,Dardar,12/3/2016,1241,1,12/9/2016 10:47,78,145,Rural,Sugd,Ayni,68.45320176,39.43037903
88,Vose,Guliston,11/9/2016,1242,1,12/9/2016 10:08,274,88,Rural,Khatlon,Voce,69.55226138,37.7778347
12,Dushanbe,,11/8/2016,1243,1,1/7/2017 3:24,179,12,urban,Dushanbe,Shohmansur,68.84520185,38.56253998
80,Qabodiyon,Nosiri Khusrav ,11/10/2016,1244,1,1/7/2017 5:20,461,80,Rural,Khatlon,Kubodien,68.19332619,37.41367716
112,B. Gafurov,Ismoil,11/20/2016,1245,1,1/7/2017 4:53,257,112,Rural,Sugd,B.Gafurov,69.90162882,40.35025138
57,Khuroson,Ayni,11/17/2016,1246,1,1/7/2017 5:12,357,57,Rural,Khatlon,Khutoson,68.69857778,37.9799092
90,Shurobod,Shurobod,11/18/2016,1247,1,12/6/2016 13:00,100,90,Rural,Khatlon,Shuronod,70.04056817,37.84226291
21,Rudaki,Guliston,11/29/2016,1248,1,1/7/2017 5:24,212,21,Rural,DRS,Rudaki,38.53356644,68.86214562
98,Khovaling,Jahonbakht,11/12/2016,1249,1,10/24/2016 6:00,10,98,Rural,Khatlon,Khovaling,69.93305696,38.32980765
89,Vose,Mirali Mahmadali,11/11/2016,1250,1,1/4/2017 7:04,75,89,Rural,Khatlon,Voce,69.57080277,37.88867035
139,Konibodom,Puloton,12/27/2016,1251,1,1/7/2017 5:04,59,139,Rural,Sugd,Konibodom,70.42780818,40.30465143
82,Kulob,,10/27/2016,1252,1,10/25/2016 4:04,15,82,urban,Khatlon,Kulob,69.76746055,37.88558084
31,Vahdat,Bahor,10/25/2016,1253,1,1/7/2017 4:58,220,31,Rural,DRS,Vahdat,68.95720896,38.60003017
81,Nosiri Khusrav,Firuza,11/5/2016,1254,1,1/7/2017 2:16,366,81,Rural,Khatlon,H. Khusrav,67.98130548,37.30840119
134,Istaravshan,Sabriston,12/5/2016,1255,1,1/7/2017 0:02,208,134,Rural,Sugd,Istaravshan,68.97526276,39.97441343
22,Rudaki,Chimteppa,12/2/2016,1256,1,1/7/2017 3:13,177,22,Rural,DRS,Rudaki,68.72045866,38.49543076
92,Farkhor,,10/25/2016,1257,1,10/24/2016 2:40,25,92,urban,Khatlon,Farkhor,69.39582162,37.49128418
113,B. Gafurov,Ismoil,11/22/2016,1258,1,1/7/2017 0:51,261,113,Rural,Sugd,B.Gafurov,69.945693,40.432452
99,Khovaling,Lohuti,11/15/2016,1259,1,1/7/2017 1:14,527,99,Rural,Khatlon,Khovaling,69.8388807,38.32252795
36,Vahdat,Karim Ismoil,11/14/2016,1260,1,1/2/2017 8:06,28,36,Rural,DRS,Vahdat,69.01519291,38.51117298
55,Bokhtar,Navbahor,11/11/2016,1261,1,1/7/2017 7:56,171,55,Rural,Khatlon,Bokhtar,68.73884439,37.69947193
44,Rasht,Nusrattullo Makhsum,11/9/2016,1262,1,1/7/2017 2:55,162,44,Rural,DRS,Rasht,70.235062,39.095214
123,Gonchi,Kalinina,12/4/2016,1263,1,1/7/2017 7:38,134,123,Rural,Sugd,Gonchi,69.11725818,39.74065623
44,Rasht,Nusrattullo Makhsum,11/9/2016,1264,1,1/7/2017 5:05,501,44,Rural,DRS,Rasht,70.235062,39.095214
60,Vakhsh,Kirov,11/28/2016,1265,1,1/7/2017 2:31,134,60,Rural,Khatlon,Vakhsh,68.85812916,37.78894028
43,Nurobod,Muchiharf,10/31/2016,1266,1,1/6/2017 8:59,145,43,Rural,DRS,Nurabad,69.910987,38.940772
9,Dushanbe,,11/16/2016,1267,1,1/7/2017 10:05,230,9,urban,Dushanbe,Firdavsi,68.75332267,38.55576436
79,Jillikul,Garavuti,11/12/2016,1268,1,11/29/2016 7:36,87,79,Rural,Khatlon,Jillikul,68.47415879,37.57594376
146,Mastchoi Kuhi,Langar,12/7/2016,1269,1,1/7/2017 0:06,524,146,Rural,Sugd,Kukhistoni Maschoh,70.02596037,39.44865274
140,Panjakent,"Rudaki str.,h 31",11/18/2016,1270,1,1/7/2017 5:48,258,140,urban,Sugd,Panjakent,67.62777045,39.49913741
94,Farkhor,Vatan,10/31/2016,1271,1,1/6/2017 10:07,351,94,Rural,Khatlon,Farkhor,69.38576119,37.5294611
95,Nurek,Uzbek langar str,12/9/2016,1272,1,1/7/2017 7:02,166,95,urban,Khatlon,Nurek,69.32308828,38.38970314
68,J.Rumi,Uzun,10/27/2016,1273,1,1/7/2017 4:36,499,68,Rural,Khatlon,J.Rumi,68.5832346,37.63572102
138,Konibodom,,11/24/2016,1274,1,1/7/2017 9:35,156,138,urban,Sugd,Konibodom,70.41509686,40.29681632
85,Kulob,Zardbor,11/4/2016,1275,1,11/4/2016 2:20,19,85,Rural,Khatlon,Kulob,69.75333527,37.83212437
56,Bokhtar,Sarvati Istiqlol,11/14/2016,1276,1,1/7/2017 5:09,518,56,Rural,Khatlon,Bokhtar,68.74439172,37.81553283
105,Khujand,"Ismoil Somoni str., h 199.,ap 39",11/28/2016,1277,1,1/7/2017 4:14,171,105,urban,Sugd,Khujand,69.61698954,40.28236385
62,Jomi,Yakkatut,12/2/2016,1278,1,1/7/2017 5:07,349,62,Rural,Khatlon,A.Jomi,68.77436286,37.94562745
120,Asht,Mehrobod,11/23/2016,1279,1,1/7/2017 2:50,109,120,Rural,Sugd,Asht,70.31951771,40.57288773
64,Yovon,Norin,11/25/2016,1280,1,1/7/2017 5:14,253,64,Rural,Khatlon,Yavan,68.87067983,38.24035306
54,Bokhtar,Navbahor,11/7/2016,1281,1,1/7/2017 4:11,129,54,Rural,Khatlon,Bokhtar,68.52974017,37.62056332
141,Panjakent,Loiq Sherali,11/15/2016,1282,1,11/7/2016 3:45,89,141,Rural,Sugd,Panjakent,67.85106303,39.39133879
24,Rudaki,Chorgulteppa,11/25/2016,1283,1,1/7/2017 4:51,278,24,Rural,DRS,Rudaki,68.76780296,38.42989909
15,Varzob,Sadriddin Ayni,10/27/2016,1284,1,1/7/2017 2:58,276,15,Rural,DRS,Varzob,68.86685625,38.6767802
122,Asht,Shaydon,12/2/2016,1285,1,11/1/2016 11:44,14,122,Rural,Sugd,Asht,70.31488099,40.67285066
111,B. Gafurov,Haydarov Usmon,11/14/2016,1286,1,1/7/2017 5:17,317,111,Rural,Sugd,B.Gafurov,69.65226746,40.28255265
34,Vahdat,Guliston,12/3/2016,1287,1,1/7/2017 5:05,346,34,Rural,DRS,Vahdat,68.96256182,38.49564397
144,Panjakent,Sudzhina,11/29/2016,1288,1,11/3/2016 16:39,21,144,Rural,Sugd,Panjakent,67.7189012,39.48637049
124,Gonchi,Iakhtan,12/2/2016,1289,1,1/7/2017 3:43,88,124,Rural,Sugd,Gonchi,69.11302042,40.03337271
132,Istaravshan,Nijoni,11/29/2016,1290,1,1/7/2017 0:02,59,132,Rural,Sugd,Istaravshan,68.92031645,39.97013038
50,Kurgan-Tyube,,10/29/2016,1291,1,1/7/2017 3:50,258,50,urban,Khatlon,Курган-Тюбе,68.77796122,37.84467432
23,Rudaki,Chorgulteppa,11/22/2016,1292,1,1/7/2017 4:54,291,23,Rural,DRS,Rudaki,68.79487933,38.43434449
136,Isfara,,11/17/2016,1293,1,1/7/2017 2:32,382,136,urban,Sugd,Isfara,70.62512999,40.120263
29,Shahrinav,Khujanbi str.,12/2/2016,1294,1,1/7/2017 6:12,177,29,urban,DRS,Shahrinav,68.33198449,38.53176612
127,Zafarobod,Ravshan,12/8/2016,1295,1,11/1/2016 3:40,16,127,Rural,Sugd,Zafarobod,68.66963983,40.14156389
53,Kurgan-Tyube,,11/3/2016,1296,1,1/7/2017 10:26,229,53,Rural,Khatlon,Bokhtar,68.7999408,37.8346545
5,Dushanbe,,11/1/2016,1297,1,1/7/2017 4:01,123,5,urban,Dushanbe,Sino,68.74031481,38.57471938
72,Qumsangir,Panj,11/10/2016,1298,1,1/7/2017 2:35,371,72,Rural,Khatlon,Qumsangir,68.4508572,37.23293107
10,Dushanbe,"Firdavsi srt.,h 31.,ap13",11/25/2016,1299,1,1/7/2017 0:18,91,10,urban,Dushanbe,Firdavsi,68.76331505,38.51701626
68,J.Rumi,Uzun,10/27/2016,1300,1,1/7/2017 0:56,466,68,Rural,Khatlon,J.Rumi,68.5832346,37.63572102
20,Hisor,Navobod,11/8/2016,1301,1,1/7/2017 10:29,387,20,Rural,DRS,Gissar,68.52939437,38.55873364
