max,mean,median,min,model,std_dev
79.90133333333334,68.92335290718864,77.20205872156592,49.666666666666664,ETC,13.661051559863274
85.07466666666666,54.33714662613225,48.94133333333333,28.995439878396756,GBM,23.20999813457714
77.952,66.01220514917435,73.07928211418971,47.00533333333333,RF,13.586309949517384
88.952,85.96251078695433,86.47200000000001,82.46353236086296,LR,2.6732922922480915
